lambda_over_k0,re_d_tm,im_d_tm
2.3815000000e+00,2.3463193926e+03,0.0000000000e+00
2.3820000000e+00,2.3471625456e+03,0.0000000000e+00
2.3825000000e+00,2.3480055833e+03,0.0000000000e+00
2.3830000000e+00,2.3488485055e+03,0.0000000000e+00
2.3835000000e+00,2.3496913125e+03,0.0000000000e+00
2.3840000000e+00,2.3505340043e+03,0.0000000000e+00
2.3845000000e+00,2.3513765810e+03,0.0000000000e+00
2.3850000000e+00,2.3522190426e+03,0.0000000000e+00
2.3855000000e+00,2.3530613892e+03,0.0000000000e+00
2.3860000000e+00,2.3539036209e+03,0.0000000000e+00
2.3865000000e+00,2.3547457378e+03,0.0000000000e+00
2.3870000000e+00,2.3555877399e+03,0.0000000000e+00
2.3875000000e+00,2.3564296274e+03,0.0000000000e+00
2.3880000000e+00,2.3572714002e+03,0.0000000000e+00
2.3885000000e+00,2.3581130585e+03,0.0000000000e+00
2.3890000000e+00,2.3589546024e+03,0.0000000000e+00
2.3895000000e+00,2.3597960319e+03,0.0000000000e+00
2.3900000000e+00,2.3606373471e+03,0.0000000000e+00
2.3905000000e+00,2.3614785481e+03,0.0000000000e+00
2.3910000000e+00,2.3623196349e+03,0.0000000000e+00
2.3915000000e+00,2.3631606076e+03,0.0000000000e+00
2.3920000000e+00,2.3640014663e+03,0.0000000000e+00
2.3925000000e+00,2.3648422111e+03,0.0000000000e+00
2.3930000000e+00,2.3656828421e+03,0.0000000000e+00
2.3935000000e+00,2.3665233592e+03,0.0000000000e+00
2.3940000000e+00,2.3673637627e+03,0.0000000000e+00
2.3945000000e+00,2.3682040525e+03,0.0000000000e+00
2.3950000000e+00,2.3690442288e+03,0.0000000000e+00
2.3955000000e+00,2.3698842916e+03,0.0000000000e+00
2.3960000000e+00,2.3707242409e+03,0.0000000000e+00
2.3965000000e+00,2.3715640770e+03,0.0000000000e+00
2.3970000000e+00,2.3724037998e+03,0.0000000000e+00
2.3975000000e+00,2.3732434094e+03,0.0000000000e+00
2.3980000000e+00,2.3740829058e+03,0.0000000000e+00
2.3985000000e+00,2.3749222893e+03,0.0000000000e+00
2.3990000000e+00,2.3757615598e+03,0.0000000000e+00
2.3995000000e+00,2.3766007174e+03,0.0000000000e+00
2.4000000000e+00,2.3774397621e+03,0.0000000000e+00
2.4005000000e+00,2.3782786942e+03,0.0000000000e+00
2.4010000000e+00,2.3791175135e+03,0.0000000000e+00
2.4015000000e+00,2.3799562203e+03,0.0000000000e+00
2.4020000000e+00,2.3807948146e+03,0.0000000000e+00
2.4025000000e+00,2.3816332964e+03,0.0000000000e+00
2.4030000000e+00,2.3824716658e+03,0.0000000000e+00
2.4035000000e+00,2.3833099229e+03,0.0000000000e+00
2.4040000000e+00,2.3841480678e+03,0.0000000000e+00
2.4045000000e+00,2.3849861005e+03,0.0000000000e+00
2.4050000000e+00,2.3858240212e+03,0.0000000000e+00
2.4055000000e+00,2.3866618299e+03,0.0000000000e+00
2.4060000000e+00,2.3874995266e+03,0.0000000000e+00
2.4065000000e+00,2.3883371114e+03,0.0000000000e+00
2.4070000000e+00,2.3891745845e+03,0.0000000000e+00
2.4075000000e+00,2.3900119458e+03,0.0000000000e+00
2.4080000000e+00,2.3908491955e+03,0.0000000000e+00
2.4085000000e+00,2.3916863337e+03,0.0000000000e+00
2.4090000000e+00,2.3925233603e+03,0.0000000000e+00
2.4095000000e+00,2.3933602755e+03,0.0000000000e+00
2.4100000000e+00,2.3941970794e+03,0.0000000000e+00
2.4105000000e+00,2.3950337720e+03,0.0000000000e+00
2.4110000000e+00,2.3958703534e+03,0.0000000000e+00
2.4115000000e+00,2.3967068236e+03,0.0000000000e+00
2.4120000000e+00,2.3975431828e+03,0.0000000000e+00
2.4125000000e+00,2.3983794310e+03,0.0000000000e+00
2.4130000000e+00,2.3992155682e+03,0.0000000000e+00
2.4135000000e+00,2.4000515947e+03,0.0000000000e+00
2.4140000000e+00,2.4008875103e+03,0.0000000000e+00
2.4145000000e+00,2.4017233153e+03,0.0000000000e+00
2.4150000000e+00,2.4025590096e+03,0.0000000000e+00
2.4155000000e+00,2.4033945934e+03,0.0000000000e+00
2.4160000000e+00,2.4042300667e+03,0.0000000000e+00
2.4165000000e+00,2.4050654295e+03,0.0000000000e+00
2.4170000000e+00,2.4059006821e+03,0.0000000000e+00
2.4175000000e+00,2.4067358244e+03,0.0000000000e+00
2.4180000000e+00,2.4075708564e+03,0.0000000000e+00
2.4185000000e+00,2.4084057784e+03,0.0000000000e+00
2.4190000000e+00,2.4092405903e+03,0.0000000000e+00
2.4195000000e+00,2.4100752922e+03,0.0000000000e+00
2.4200000000e+00,2.4109098842e+03,0.0000000000e+00
2.4205000000e+00,2.4117443664e+03,0.0000000000e+00
2.4210000000e+00,2.4125787388e+03,0.0000000000e+00
2.4215000000e+00,2.4134130015e+03,0.0000000000e+00
2.4220000000e+00,2.4142471546e+03,0.0000000000e+00
2.4225000000e+00,2.4150811981e+03,0.0000000000e+00
2.4230000000e+00,2.4159151321e+03,0.0000000000e+00
2.4235000000e+00,2.4167489568e+03,0.0000000000e+00
2.4240000000e+00,2.4175826721e+03,0.0000000000e+00
2.4245000000e+00,2.4184162781e+03,0.0000000000e+00
2.4250000000e+00,2.4192497750e+03,0.0000000000e+00
2.4255000000e+00,2.4200831627e+03,0.0000000000e+00
2.4260000000e+00,2.4209164413e+03,0.0000000000e+00
2.4265000000e+00,2.4217496110e+03,0.0000000000e+00
2.4270000000e+00,2.4225826718e+03,0.0000000000e+00
2.4275000000e+00,2.4234156237e+03,0.0000000000e+00
2.4280000000e+00,2.4242484669e+03,0.0000000000e+00
2.4285000000e+00,2.4250812013e+03,0.0000000000e+00
2.4290000000e+00,2.4259138272e+03,0.0000000000e+00
2.4295000000e+00,2.4267463444e+03,0.0000000000e+00
2.4300000000e+00,2.4275787532e+03,0.0000000000e+00
2.4305000000e+00,2.4284110536e+03,0.0000000000e+00
2.4310000000e+00,2.4292432456e+03,0.0000000000e+00
2.4315000000e+00,2.4300753293e+03,0.0000000000e+00
2.4320000000e+00,2.4309073048e+03,0.0000000000e+00
2.4325000000e+00,2.4317391722e+03,0.0000000000e+00
2.4330000000e+00,2.4325709316e+03,0.0000000000e+00
2.4335000000e+00,2.4334025829e+03,0.0000000000e+00
2.4340000000e+00,2.4342341263e+03,0.0000000000e+00
2.4345000000e+00,2.4350655619e+03,0.0000000000e+00
2.4350000000e+00,2.4358968896e+03,0.0000000000e+00
2.4355000000e+00,2.4367281097e+03,0.0000000000e+00
2.4360000000e+00,2.4375592221e+03,0.0000000000e+00
2.4365000000e+00,2.4383902269e+03,0.0000000000e+00
2.4370000000e+00,2.4392211242e+03,0.0000000000e+00
2.4375000000e+00,2.4400519141e+03,0.0000000000e+00
2.4380000000e+00,2.4408825967e+03,0.0000000000e+00
2.4385000000e+00,2.4417131719e+03,0.0000000000e+00
2.4390000000e+00,2.4425436399e+03,0.0000000000e+00
2.4395000000e+00,2.4433740007e+03,0.0000000000e+00
2.4400000000e+00,2.4442042545e+03,0.0000000000e+00
2.4405000000e+00,2.4450344012e+03,0.0000000000e+00
2.4410000000e+00,2.4458644410e+03,0.0000000000e+00
2.4415000000e+00,2.4466943739e+03,0.0000000000e+00
2.4420000000e+00,2.4475242000e+03,0.0000000000e+00
2.4425000000e+00,2.4483539194e+03,0.0000000000e+00
2.4430000000e+00,2.4491835321e+03,0.0000000000e+00
2.4435000000e+00,2.4500130381e+03,0.0000000000e+00
2.4440000000e+00,2.4508424377e+03,0.0000000000e+00
2.4445000000e+00,2.4516717308e+03,0.0000000000e+00
2.4450000000e+00,2.4525009175e+03,0.0000000000e+00
2.4455000000e+00,2.4533299978e+03,0.0000000000e+00
2.4460000000e+00,2.4541589719e+03,0.0000000000e+00
2.4465000000e+00,2.4549878398e+03,0.0000000000e+00
2.4470000000e+00,2.4558166016e+03,0.0000000000e+00
2.4475000000e+00,2.4566452574e+03,0.0000000000e+00
2.4480000000e+00,2.4574738071e+03,0.0000000000e+00
2.4485000000e+00,2.4583022510e+03,0.0000000000e+00
2.4490000000e+00,2.4591305890e+03,0.0000000000e+00
2.4495000000e+00,2.4599588212e+03,0.0000000000e+00
2.4500000000e+00,2.4607869477e+03,0.0000000000e+00
2.4505000000e+00,2.4616149686e+03,0.0000000000e+00
2.4510000000e+00,2.4624428839e+03,0.0000000000e+00
2.4515000000e+00,2.4632706937e+03,0.0000000000e+00
2.4520000000e+00,2.4640983981e+03,0.0000000000e+00
2.4525000000e+00,2.4649259971e+03,0.0000000000e+00
2.4530000000e+00,2.4657534908e+03,0.0000000000e+00
2.4535000000e+00,2.4665808793e+03,0.0000000000e+00
2.4540000000e+00,2.4674081626e+03,0.0000000000e+00
2.4545000000e+00,2.4682353408e+03,0.0000000000e+00
2.4550000000e+00,2.4690624140e+03,0.0000000000e+00
2.4555000000e+00,2.4698893822e+03,0.0000000000e+00
2.4560000000e+00,2.4707162456e+03,0.0000000000e+00
2.4565000000e+00,2.4715430041e+03,0.0000000000e+00
2.4570000000e+00,2.4723696578e+03,0.0000000000e+00
2.4575000000e+00,2.4731962069e+03,0.0000000000e+00
2.4580000000e+00,2.4740226514e+03,0.0000000000e+00
2.4585000000e+00,2.4748489913e+03,0.0000000000e+00
2.4590000000e+00,2.4756752267e+03,0.0000000000e+00
2.4595000000e+00,2.4765013577e+03,0.0000000000e+00
2.4600000000e+00,2.4773273844e+03,0.0000000000e+00
2.4605000000e+00,2.4781533067e+03,0.0000000000e+00
2.4610000000e+00,2.4789791249e+03,0.0000000000e+00
2.4615000000e+00,2.4798048389e+03,0.0000000000e+00
2.4620000000e+00,2.4806304488e+03,0.0000000000e+00
2.4625000000e+00,2.4814559548e+03,0.0000000000e+00
2.4630000000e+00,2.4822813567e+03,0.0000000000e+00
2.4635000000e+00,2.4831066548e+03,0.0000000000e+00
2.4640000000e+00,2.4839318491e+03,0.0000000000e+00
2.4645000000e+00,2.4847569396e+03,0.0000000000e+00
2.4650000000e+00,2.4855819265e+03,0.0000000000e+00
2.4655000000e+00,2.4864068098e+03,0.0000000000e+00
2.4660000000e+00,2.4872315895e+03,0.0000000000e+00
2.4665000000e+00,2.4880562657e+03,0.0000000000e+00
2.4670000000e+00,2.4888808385e+03,0.0000000000e+00
2.4675000000e+00,2.4897053080e+03,0.0000000000e+00
2.4680000000e+00,2.4905296742e+03,0.0000000000e+00
2.4685000000e+00,2.4913539372e+03,0.0000000000e+00
2.4690000000e+00,2.4921780971e+03,0.0000000000e+00
2.4695000000e+00,2.4930021538e+03,0.0000000000e+00
2.4700000000e+00,2.4938261076e+03,0.0000000000e+00
2.4705000000e+00,2.4946499584e+03,0.0000000000e+00
2.4710000000e+00,2.4954737064e+03,0.0000000000e+00
2.4715000000e+00,2.4962973515e+03,0.0000000000e+00
2.4720000000e+00,2.4971208939e+03,0.0000000000e+00
2.4725000000e+00,2.4979443336e+03,0.0000000000e+00
2.4730000000e+00,2.4987676707e+03,0.0000000000e+00
2.4735000000e+00,2.4995909053e+03,0.0000000000e+00
2.4740000000e+00,2.5004140373e+03,0.0000000000e+00
2.4745000000e+00,2.5012370670e+03,0.0000000000e+00
2.4750000000e+00,2.5020599943e+03,0.0000000000e+00
2.4755000000e+00,2.5028828193e+03,0.0000000000e+00
2.4760000000e+00,2.5037055422e+03,0.0000000000e+00
2.4765000000e+00,2.5045281628e+03,0.0000000000e+00
2.4770000000e+00,2.5053506814e+03,0.0000000000e+00
2.4775000000e+00,2.5061730980e+03,0.0000000000e+00
2.4780000000e+00,2.5069954126e+03,0.0000000000e+00
2.4785000000e+00,2.5078176253e+03,0.0000000000e+00
2.4790000000e+00,2.5086397362e+03,0.0000000000e+00
2.4795000000e+00,2.5094617453e+03,0.0000000000e+00
2.4800000000e+00,2.5102836528e+03,0.0000000000e+00
2.4805000000e+00,2.5111054586e+03,0.0000000000e+00
2.4810000000e+00,2.5119271629e+03,0.0000000000e+00
2.4815000000e+00,2.5127487657e+03,0.0000000000e+00
2.4820000000e+00,2.5135702670e+03,0.0000000000e+00
2.4825000000e+00,2.5143916670e+03,0.0000000000e+00
2.4830000000e+00,2.5152129657e+03,0.0000000000e+00
2.4835000000e+00,2.5160341631e+03,0.0000000000e+00
2.4840000000e+00,2.5168552594e+03,0.0000000000e+00
2.4845000000e+00,2.5176762546e+03,0.0000000000e+00
2.4850000000e+00,2.5184971487e+03,0.0000000000e+00
2.4855000000e+00,2.5193179419e+03,0.0000000000e+00
2.4860000000e+00,2.5201386341e+03,0.0000000000e+00
2.4865000000e+00,2.5209592256e+03,0.0000000000e+00
2.4870000000e+00,2.5217797162e+03,0.0000000000e+00
2.4875000000e+00,2.5226001061e+03,0.0000000000e+00
2.4880000000e+00,2.5234203954e+03,0.0000000000e+00
2.4885000000e+00,2.5242405841e+03,0.0000000000e+00
2.4890000000e+00,2.5250606723e+03,0.0000000000e+00
2.4895000000e+00,2.5258806600e+03,0.0000000000e+00
2.4900000000e+00,2.5267005473e+03,0.0000000000e+00
2.4905000000e+00,2.5275203343e+03,0.0000000000e+00
2.4910000000e+00,2.5283400210e+03,0.0000000000e+00
2.4915000000e+00,2.5291596076e+03,0.0000000000e+00
2.4920000000e+00,2.5299790940e+03,0.0000000000e+00
2.4925000000e+00,2.5307984803e+03,0.0000000000e+00
2.4930000000e+00,2.5316177667e+03,0.0000000000e+00
2.4935000000e+00,2.5324369531e+03,0.0000000000e+00
2.4940000000e+00,2.5332560396e+03,0.0000000000e+00
2.4945000000e+00,2.5340750263e+03,0.0000000000e+00
2.4950000000e+00,2.5348939133e+03,0.0000000000e+00
2.4955000000e+00,2.5357127005e+03,0.0000000000e+00
2.4960000000e+00,2.5365313882e+03,0.0000000000e+00
2.4965000000e+00,2.5373499763e+03,0.0000000000e+00
2.4970000000e+00,2.5381684649e+03,0.0000000000e+00
2.4975000000e+00,2.5389868541e+03,0.0000000000e+00
2.4980000000e+00,2.5398051439e+03,0.0000000000e+00
2.4985000000e+00,2.5406233344e+03,0.0000000000e+00
2.4990000000e+00,2.5414414257e+03,0.0000000000e+00
2.4995000000e+00,2.5422594178e+03,0.0000000000e+00
2.5000000000e+00,2.5430773108e+03,0.0000000000e+00
2.5005000000e+00,2.5438951048e+03,0.0000000000e+00
2.5010000000e+00,2.5447127998e+03,0.0000000000e+00
2.5015000000e+00,2.5455303958e+03,0.0000000000e+00
2.5020000000e+00,2.5463478930e+03,0.0000000000e+00
2.5025000000e+00,2.5471652914e+03,0.0000000000e+00
2.5030000000e+00,2.5479825911e+03,0.0000000000e+00
2.5035000000e+00,2.5487997921e+03,0.0000000000e+00
2.5040000000e+00,2.5496168945e+03,0.0000000000e+00
2.5045000000e+00,2.5504338984e+03,0.0000000000e+00
2.5050000000e+00,2.5512508038e+03,0.0000000000e+00
2.5055000000e+00,2.5520676108e+03,0.0000000000e+00
2.5060000000e+00,2.5528843194e+03,0.0000000000e+00
2.5065000000e+00,2.5537009298e+03,0.0000000000e+00
2.5070000000e+00,2.5545174419e+03,0.0000000000e+00
2.5075000000e+00,2.5553338559e+03,0.0000000000e+00
2.5080000000e+00,2.5561501717e+03,0.0000000000e+00
2.5085000000e+00,2.5569663896e+03,0.0000000000e+00
2.5090000000e+00,2.5577825094e+03,0.0000000000e+00
2.5095000000e+00,2.5585985314e+03,0.0000000000e+00
2.5100000000e+00,2.5594144555e+03,0.0000000000e+00
2.5105000000e+00,2.5602302818e+03,0.0000000000e+00
2.5110000000e+00,2.5610460104e+03,0.0000000000e+00
2.5115000000e+00,2.5618616413e+03,0.0000000000e+00
2.5120000000e+00,2.5626771747e+03,0.0000000000e+00
2.5125000000e+00,2.5634926105e+03,0.0000000000e+00
2.5130000000e+00,2.5643079488e+03,0.0000000000e+00
2.5135000000e+00,2.5651231898e+03,0.0000000000e+00
2.5140000000e+00,2.5659383333e+03,0.0000000000e+00
2.5145000000e+00,2.5667533796e+03,0.0000000000e+00
2.5150000000e+00,2.5675683287e+03,0.0000000000e+00
2.5155000000e+00,2.5683831806e+03,0.0000000000e+00
2.5160000000e+00,2.5691979354e+03,0.0000000000e+00
2.5165000000e+00,2.5700125932e+03,0.0000000000e+00
2.5170000000e+00,2.5708271540e+03,0.0000000000e+00
2.5175000000e+00,2.5716416179e+03,0.0000000000e+00
2.5180000000e+00,2.5724559850e+03,0.0000000000e+00
2.5185000000e+00,2.5732702552e+03,0.0000000000e+00
2.5190000000e+00,2.5740844287e+03,0.0000000000e+00
2.5195000000e+00,2.5748985056e+03,0.0000000000e+00
2.5200000000e+00,2.5757124859e+03,0.0000000000e+00
2.5205000000e+00,2.5765263696e+03,0.0000000000e+00
2.5210000000e+00,2.5773401568e+03,0.0000000000e+00
2.5215000000e+00,2.5781538476e+03,0.0000000000e+00
2.5220000000e+00,2.5789674421e+03,0.0000000000e+00
2.5225000000e+00,2.5797809403e+03,0.0000000000e+00
2.5230000000e+00,2.5805943422e+03,0.0000000000e+00
2.5235000000e+00,2.5814076480e+03,0.0000000000e+00
2.5240000000e+00,2.5822208577e+03,0.0000000000e+00
2.5245000000e+00,2.5830339713e+03,0.0000000000e+00
2.5250000000e+00,2.5838469889e+03,0.0000000000e+00
2.5255000000e+00,2.5846599106e+03,0.0000000000e+00
2.5260000000e+00,2.5854727364e+03,0.0000000000e+00
2.5265000000e+00,2.5862854664e+03,0.0000000000e+00
2.5270000000e+00,2.5870981007e+03,0.0000000000e+00
2.5275000000e+00,2.5879106393e+03,0.0000000000e+00
2.5280000000e+00,2.5887230823e+03,0.0000000000e+00
2.5285000000e+00,2.5895354297e+03,0.0000000000e+00
2.5290000000e+00,2.5903476816e+03,0.0000000000e+00
2.5295000000e+00,2.5911598381e+03,0.0000000000e+00
2.5300000000e+00,2.5919718992e+03,0.0000000000e+00
2.5305000000e+00,2.5927838650e+03,0.0000000000e+00
2.5310000000e+00,2.5935957356e+03,0.0000000000e+00
2.5315000000e+00,2.5944075109e+03,0.0000000000e+00
2.5320000000e+00,2.5952191911e+03,0.0000000000e+00
2.5325000000e+00,2.5960307763e+03,0.0000000000e+00
2.5330000000e+00,2.5968422664e+03,0.0000000000e+00
2.5335000000e+00,2.5976536616e+03,0.0000000000e+00
2.5340000000e+00,2.5984649618e+03,0.0000000000e+00
2.5345000000e+00,2.5992761673e+03,0.0000000000e+00
2.5350000000e+00,2.6000872780e+03,0.0000000000e+00
2.5355000000e+00,2.6008982939e+03,0.0000000000e+00
2.5360000000e+00,2.6017092153e+03,0.0000000000e+00
2.5365000000e+00,2.6025200420e+03,0.0000000000e+00
2.5370000000e+00,2.6033307742e+03,0.0000000000e+00
2.5375000000e+00,2.6041414119e+03,0.0000000000e+00
2.5380000000e+00,2.6049519552e+03,0.0000000000e+00
2.5385000000e+00,2.6057624042e+03,0.0000000000e+00
2.5390000000e+00,2.6065727589e+03,0.0000000000e+00
2.5395000000e+00,2.6073830194e+03,0.0000000000e+00
2.5400000000e+00,2.6081931857e+03,0.0000000000e+00
2.5405000000e+00,2.6090032578e+03,0.0000000000e+00
2.5410000000e+00,2.6098132360e+03,0.0000000000e+00
2.5415000000e+00,2.6106231201e+03,0.0000000000e+00
2.5420000000e+00,2.6114329103e+03,0.0000000000e+00
2.5425000000e+00,2.6122426067e+03,0.0000000000e+00
2.5430000000e+00,2.6130522092e+03,0.0000000000e+00
2.5435000000e+00,2.6138617180e+03,0.0000000000e+00
2.5440000000e+00,2.6146711331e+03,0.0000000000e+00
2.5445000000e+00,2.6154804545e+03,0.0000000000e+00
2.5450000000e+00,2.6162896824e+03,0.0000000000e+00
2.5455000000e+00,2.6170988168e+03,0.0000000000e+00
2.5460000000e+00,2.6179078577e+03,0.0000000000e+00
2.5465000000e+00,2.6187168053e+03,0.0000000000e+00
2.5470000000e+00,2.6195256595e+03,0.0000000000e+00
2.5475000000e+00,2.6203344204e+03,0.0000000000e+00
2.5480000000e+00,2.6211430881e+03,0.0000000000e+00
2.5485000000e+00,2.6219516627e+03,0.0000000000e+00
2.5490000000e+00,2.6227601442e+03,0.0000000000e+00
2.5495000000e+00,2.6235685326e+03,0.0000000000e+00
2.5500000000e+00,2.6243768280e+03,0.0000000000e+00
2.5505000000e+00,2.6251850306e+03,0.0000000000e+00
2.5510000000e+00,2.6259931402e+03,0.0000000000e+00
2.5515000000e+00,2.6268011571e+03,0.0000000000e+00
2.5520000000e+00,2.6276090812e+03,0.0000000000e+00
2.5525000000e+00,2.6284169127e+03,0.0000000000e+00
2.5530000000e+00,2.6292246515e+03,0.0000000000e+00
2.5535000000e+00,2.6300322977e+03,0.0000000000e+00
2.5540000000e+00,2.6308398515e+03,0.0000000000e+00
2.5545000000e+00,2.6316473128e+03,0.0000000000e+00
2.5550000000e+00,2.6324546817e+03,0.0000000000e+00
2.5555000000e+00,2.6332619583e+03,0.0000000000e+00
2.5560000000e+00,2.6340691426e+03,0.0000000000e+00
2.5565000000e+00,2.6348762347e+03,0.0000000000e+00
2.5570000000e+00,2.6356832346e+03,0.0000000000e+00
2.5575000000e+00,2.6364901425e+03,0.0000000000e+00
2.5580000000e+00,2.6372969583e+03,0.0000000000e+00
2.5585000000e+00,2.6381036821e+03,0.0000000000e+00
2.5590000000e+00,2.6389103140e+03,0.0000000000e+00
2.5595000000e+00,2.6397168541e+03,0.0000000000e+00
2.5600000000e+00,2.6405233023e+03,0.0000000000e+00
2.5605000000e+00,2.6413296588e+03,0.0000000000e+00
2.5610000000e+00,2.6421359236e+03,0.0000000000e+00
2.5615000000e+00,2.6429420968e+03,0.0000000000e+00
2.5620000000e+00,2.6437481784e+03,0.0000000000e+00
2.5625000000e+00,2.6445541685e+03,0.0000000000e+00
2.5630000000e+00,2.6453600671e+03,0.0000000000e+00
2.5635000000e+00,2.6461658743e+03,0.0000000000e+00
2.5640000000e+00,2.6469715902e+03,0.0000000000e+00
2.5645000000e+00,2.6477772148e+03,0.0000000000e+00
2.5650000000e+00,2.6485827482e+03,0.0000000000e+00
2.5655000000e+00,2.6493881905e+03,0.0000000000e+00
2.5660000000e+00,2.6501935416e+03,0.0000000000e+00
2.5665000000e+00,2.6509988016e+03,0.0000000000e+00
2.5670000000e+00,2.6518039707e+03,0.0000000000e+00
2.5675000000e+00,2.6526090488e+03,0.0000000000e+00
2.5680000000e+00,2.6534140361e+03,0.0000000000e+00
2.5685000000e+00,2.6542189325e+03,0.0000000000e+00
2.5690000000e+00,2.6550237382e+03,0.0000000000e+00
2.5695000000e+00,2.6558284532e+03,0.0000000000e+00
2.5700000000e+00,2.6566330775e+03,0.0000000000e+00
2.5705000000e+00,2.6574376112e+03,0.0000000000e+00
2.5710000000e+00,2.6582420544e+03,0.0000000000e+00
2.5715000000e+00,2.6590464072e+03,0.0000000000e+00
2.5720000000e+00,2.6598506695e+03,0.0000000000e+00
2.5725000000e+00,2.6606548414e+03,0.0000000000e+00
2.5730000000e+00,2.6614589231e+03,0.0000000000e+00
2.5735000000e+00,2.6622629144e+03,0.0000000000e+00
2.5740000000e+00,2.6630668156e+03,0.0000000000e+00
2.5745000000e+00,2.6638706267e+03,0.0000000000e+00
2.5750000000e+00,2.6646743477e+03,0.0000000000e+00
2.5755000000e+00,2.6654779787e+03,0.0000000000e+00
2.5760000000e+00,2.6662815197e+03,0.0000000000e+00
2.5765000000e+00,2.6670849708e+03,0.0000000000e+00
2.5770000000e+00,2.6678883321e+03,0.0000000000e+00
2.5775000000e+00,2.6686916035e+03,0.0000000000e+00
2.5780000000e+00,2.6694947853e+03,0.0000000000e+00
2.5785000000e+00,2.6702978773e+03,0.0000000000e+00
2.5790000000e+00,2.6711008797e+03,0.0000000000e+00
2.5795000000e+00,2.6719037926e+03,0.0000000000e+00
2.5800000000e+00,2.6727066160e+03,0.0000000000e+00
2.5805000000e+00,2.6735093499e+03,0.0000000000e+00
2.5810000000e+00,2.6743119944e+03,0.0000000000e+00
2.5815000000e+00,2.6751145496e+03,0.0000000000e+00
2.5820000000e+00,2.6759170155e+03,0.0000000000e+00
2.5825000000e+00,2.6767193921e+03,0.0000000000e+00
2.5830000000e+00,2.6775216796e+03,0.0000000000e+00
2.5835000000e+00,2.6783238780e+03,0.0000000000e+00
2.5840000000e+00,2.6791259874e+03,0.0000000000e+00
2.5845000000e+00,2.6799280077e+03,0.0000000000e+00
2.5850000000e+00,2.6807299391e+03,0.0000000000e+00
2.5855000000e+00,2.6815317816e+03,0.0000000000e+00
2.5860000000e+00,2.6823335352e+03,0.0000000000e+00
2.5865000000e+00,2.6831352001e+03,0.0000000000e+00
2.5870000000e+00,2.6839367763e+03,0.0000000000e+00
2.5875000000e+00,2.6847382638e+03,0.0000000000e+00
2.5880000000e+00,2.6855396627e+03,0.0000000000e+00
2.5885000000e+00,2.6863409730e+03,0.0000000000e+00
2.5890000000e+00,2.6871421949e+03,0.0000000000e+00
2.5895000000e+00,2.6879433283e+03,0.0000000000e+00
2.5900000000e+00,2.6887443733e+03,0.0000000000e+00
